"alpha","lamda2","rho_A","rho_I"
0.76,0.44,0.5994,0.4726
0.76,0.46,0.60045,0.48545
0.76,0.48,0.612,0.49155
0.76,0.5,0.60775,0.48815
0.76,0.52,0.5942,0.4984
0.76,0.54,0.6075,0.4873
0.76,0.56,0.6199,0.47475
0.76,0.58,0.61085,0.4932
0.76,0.6,0.59355,0.49165
0.76,0.62,0.58865,0.48535
0.76,0.64,0.6016,0.4905
0.76,0.66,0.60005,0.4897
0.76,0.68,0.60735,0.4773
0.76,0.7,0.6173,0.49085
0.76,0.72,0.61505,0.4776
0.76,0.74,0.61435,0.49005
0.76,0.76,0.60625,0.49995
0.76,0.78,0.61415,0.47415
0.76,0.8,0.61475,0.48575
0.76,0.82,0.6081,0.48775
0.76,0.84,0.59795,0.5019
0.76,0.86,0.5979,0.48275
0.76,0.88,0.60895,0.49455
0.76,0.9,0.6112,0.4834
0.76,0.92,0.6135,0.48625
0.76,0.94,0.60135,0.4814
0.76,0.96,0.5961,0.4997
0.76,0.98,0.60715,0.47755
0.76,1,0.59885,0.4847
0.78,0.02,0.6127,0.4786
0.78,0.04,0.6196,0.5007
0.78,0.06,0.5972,0.4839
0.78,0.08,0.6114,0.48145
0.78,0.1,0.59605,0.4661
0.78,0.12,0.61255,0.4826
0.78,0.14,0.5941,0.507
0.78,0.16,0.6122,0.48495
0.78,0.18,0.6046,0.48945
0.78,0.2,0.5787,0.49345
0.78,0.22,0.596,0.481
0.78,0.24,0.6031,0.49605
0.78,0.26,0.59875,0.4907
0.78,0.28,0.5933,0.49685
0.78,0.3,0.59445,0.4781
0.78,0.32,0.6069,0.4925
0.78,0.34,0.59915,0.49255
0.78,0.36,0.60195,0.46635
0.78,0.38,0.599,0.4826
0.78,0.4,0.6134,0.48205
0.78,0.42,0.60455,0.4824
0.78,0.44,0.60505,0.49705
0.78,0.46,0.6104,0.4787
0.78,0.48,0.60915,0.50065
0.78,0.5,0.599,0.4849
0.78,0.52,0.60885,0.48045
0.78,0.54,0.5981,0.49365
0.78,0.56,0.59635,0.48285
0.78,0.58,0.6159,0.4652
0.78,0.6,0.6022,0.48295
0.78,0.62,0.59255,0.4963
0.78,0.64,0.60635,0.50075
0.78,0.66,0.604,0.49715
0.78,0.68,0.6176,0.5049
0.78,0.7,0.60335,0.4891
0.78,0.72,0.61715,0.4825
0.78,0.74,0.6256,0.47835
0.78,0.76,0.5949,0.49025
0.78,0.78,0.6085,0.4827
0.78,0.8,0.59425,0.4826
0.78,0.82,0.5916,0.49835
0.78,0.84,0.61205,0.48415
0.78,0.86,0.5989,0.4762
0.78,0.88,0.62905,0.4833
0.78,0.9,0.5967,0.5039
0.78,0.92,0.60585,0.4911
0.78,0.94,0.61245,0.48995
0.78,0.96,0.60985,0.4791
0.78,0.98,0.5976,0.50465
0.78,1,0.6035,0.49615
0.8,0.02,0.5897,0.4844
0.8,0.04,0.5992,0.49395
0.8,0.06,0.5961,0.4794
0.8,0.08,0.59855,0.485
0.8,0.1,0.6039,0.49835
0.8,0.12,0.6004,0.4891
0.8,0.14,0.59705,0.47135
0.8,0.16,0.598,0.49235
0.8,0.18,0.57945,0.48675
0.8,0.2,0.6082,0.46875
0.8,0.22,0.597,0.49615
0.8,0.24,0.60625,0.49475
0.8,0.26,0.60265,0.48145
0.8,0.28,0.5965,0.5011
0.8,0.3,0.5986,0.4856
0.8,0.32,0.6097,0.473
0.8,0.34,0.6059,0.49095
0.8,0.36,0.6062,0.50725
0.8,0.38,0.6028,0.48245
0.8,0.4,0.608,0.4731
0.8,0.42,0.6069,0.49355
0.8,0.44,0.60365,0.49005
0.8,0.46,0.58935,0.4794
0.8,0.48,0.61865,0.47855
0.8,0.5,0.60725,0.47965
0.8,0.52,0.59205,0.4771
0.8,0.54,0.59995,0.4703
0.8,0.56,0.59655,0.4781
0.8,0.58,0.57615,0.49215
0.8,0.6,0.60475,0.49125
0.8,0.62,0.5916,0.48155
0.8,0.64,0.59845,0.499
0.8,0.66,0.60855,0.47855
0.8,0.68,0.58335,0.48325
0.8,0.7,0.59105,0.50185
0.8,0.72,0.5918,0.4791
0.8,0.74,0.5895,0.48745
0.8,0.76,0.59435,0.4931
0.8,0.78,0.59835,0.5072
0.8,0.8,0.6041,0.48305
0.8,0.82,0.6026,0.48925
0.8,0.84,0.6041,0.46955
0.8,0.86,0.62065,0.48595
0.8,0.88,0.599,0.48715
0.8,0.9,0.59385,0.47695
0.8,0.92,0.5857,0.48775
0.8,0.94,0.61765,0.4742
0.8,0.96,0.5883,0.48725
0.8,0.98,0.6063,0.4872
0.8,1,0.6037,0.48795
0.82,0.02,0.59715,0.48385
0.82,0.04,0.57305,0.4837
0.82,0.06,0.5943,0.4717
0.82,0.08,0.60055,0.4809
0.82,0.1,0.5944,0.47715
0.82,0.12,0.59175,0.4833
0.82,0.14,0.58935,0.47735
0.82,0.16,0.58325,0.4709
0.82,0.18,0.59775,0.49025
0.82,0.2,0.61415,0.4885
0.82,0.22,0.6025,0.4782
0.82,0.24,0.59175,0.49845
0.82,0.26,0.5979,0.49485
0.82,0.28,0.59295,0.49045
0.82,0.3,0.581,0.47805
0.82,0.32,0.6048,0.48355
0.82,0.34,0.5939,0.49385
0.82,0.36,0.5947,0.49595
0.82,0.38,0.59925,0.4725
0.82,0.4,0.5727,0.4868
0.82,0.42,0.60975,0.49155
0.82,0.44,0.60375,0.4786
0.82,0.46,0.61375,0.49085
0.82,0.48,0.60585,0.48505
0.82,0.5,0.58695,0.4837
0.82,0.52,0.59595,0.49685
0.82,0.54,0.60755,0.4859
0.82,0.56,0.5929,0.4869
0.82,0.58,0.605,0.48195
0.82,0.6,0.6006,0.4869
0.82,0.62,0.58955,0.47145
0.82,0.64,0.6017,0.492
0.82,0.66,0.6111,0.474
0.82,0.68,0.5973,0.49315
0.82,0.7,0.62145,0.48115
0.82,0.72,0.5946,0.4917
0.82,0.74,0.59105,0.47345
0.82,0.76,0.59415,0.4737
0.82,0.78,0.61155,0.4747
0.82,0.8,0.59505,0.49555
0.82,0.82,0.5854,0.4742
0.82,0.84,0.59215,0.4719
0.82,0.86,0.5929,0.48
0.82,0.88,0.59725,0.4805
0.82,0.9,0.6171,0.48275
0.82,0.92,0.59825,0.4659
0.82,0.94,0.60235,0.4685
0.82,0.96,0.60085,0.48065
0.82,0.98,0.60565,0.4987
0.82,1,0.6096,0.47875
0.84,0.02,0.59825,0.48925
0.84,0.04,0.59005,0.47765
0.84,0.06,0.59165,0.4865
0.84,0.08,0.60415,0.48665
0.84,0.1,0.5989,0.48355
0.84,0.12,0.5918,0.49735
0.84,0.14,0.5866,0.5033
0.84,0.16,0.5904,0.48655
0.84,0.18,0.5787,0.4749
0.84,0.2,0.6006,0.47915
0.84,0.22,0.585,0.47365
0.84,0.24,0.59355,0.489
0.84,0.26,0.6026,0.48225
0.84,0.28,0.59775,0.4755
0.84,0.3,0.59785,0.46925
0.84,0.32,0.5952,0.48075
0.84,0.34,0.6031,0.4908
0.84,0.36,0.592,0.4694
0.84,0.38,0.58005,0.48745
0.84,0.4,0.59515,0.47955
0.84,0.42,0.60335,0.48075
0.84,0.44,0.5818,0.4914
0.84,0.46,0.59,0.5022
0.84,0.48,0.5902,0.46685
0.84,0.5,0.61935,0.4757
0.84,0.52,0.58035,0.47255
0.84,0.54,0.5668,0.50115
0.84,0.56,0.59685,0.47115
0.84,0.58,0.5884,0.4875
0.84,0.6,0.58805,0.4675
0.84,0.62,0.5959,0.4853
0.84,0.64,0.60225,0.47305
0.84,0.66,0.5781,0.49005
0.84,0.68,0.61895,0.4693
0.84,0.7,0.57775,0.496
0.84,0.72,0.5839,0.4754
0.84,0.74,0.5976,0.44615
0.84,0.76,0.60175,0.46885
0.84,0.78,0.5953,0.4833
0.84,0.8,0.5993,0.47985
0.84,0.82,0.5867,0.47465
0.84,0.84,0.59105,0.47575
0.84,0.86,0.59385,0.48525
0.84,0.88,0.59385,0.4901
0.84,0.9,0.59525,0.48115
0.84,0.92,0.5951,0.47225
0.84,0.94,0.6063,0.4571
0.84,0.96,0.5874,0.4755
0.84,0.98,0.59815,0.48755
0.84,1,0.58425,0.47275
0.86,0.02,0.5981,0.45495
0.86,0.04,0.60095,0.47425
0.86,0.06,0.5881,0.48115
0.86,0.08,0.57825,0.473
0.86,0.1,0.6041,0.4893
0.86,0.12,0.59615,0.47245
0.86,0.14,0.58885,0.4817
0.86,0.16,0.5827,0.48585
0.86,0.18,0.5866,0.4885
0.86,0.2,0.58275,0.4637
0.86,0.22,0.5878,0.47145
0.86,0.24,0.58105,0.49045
0.86,0.26,0.5738,0.47995
0.86,0.28,0.59285,0.48545
0.86,0.3,0.58365,0.48165
0.86,0.32,0.5793,0.4877
0.86,0.34,0.588,0.47055
0.86,0.36,0.58865,0.4745
0.86,0.38,0.60285,0.4812
0.86,0.4,0.5907,0.4564
0.86,0.42,0.6174,0.46905
0.86,0.44,0.5865,0.48335
0.86,0.46,0.595,0.4735
0.86,0.48,0.5951,0.48275
0.86,0.5,0.5915,0.4877
0.86,0.52,0.60375,0.4689
0.86,0.54,0.5866,0.47095
0.86,0.56,0.5861,0.47235
0.86,0.58,0.5891,0.4835
0.86,0.6,0.5892,0.46845
0.86,0.62,0.595,0.47245
0.86,0.64,0.591,0.48635
0.86,0.66,0.58515,0.47095
0.86,0.68,0.58705,0.47305
0.86,0.7,0.58845,0.4773
0.86,0.72,0.59875,0.46425
0.86,0.74,0.59225,0.47065
0.86,0.76,0.60185,0.47775
0.86,0.78,0.58385,0.4787
0.86,0.8,0.58865,0.4809
0.86,0.82,0.5833,0.4743
0.86,0.84,0.59075,0.47785
0.86,0.86,0.59145,0.48285
0.86,0.88,0.59795,0.4828
0.86,0.9,0.59045,0.48935
0.86,0.92,0.59045,0.484
0.86,0.94,0.57935,0.47375
0.86,0.96,0.5979,0.4781
0.86,0.98,0.5906,0.46945
0.86,1,0.60125,0.4692
0.88,0.02,0.5965,0.4642
0.88,0.04,0.58765,0.48425
0.88,0.06,0.59225,0.4787
0.88,0.08,0.59755,0.4856
0.88,0.1,0.59625,0.4701
0.88,0.12,0.59845,0.4678
0.88,0.14,0.57565,0.4971
0.88,0.16,0.6009,0.47165
0.88,0.18,0.5892,0.46195
0.88,0.2,0.5856,0.4595
0.88,0.22,0.57865,0.4743
0.88,0.24,0.60105,0.47375
0.88,0.26,0.60035,0.45935
0.88,0.28,0.58655,0.4682
0.88,0.3,0.59255,0.4775
0.88,0.32,0.5904,0.46925
0.88,0.34,0.58875,0.46455
0.88,0.36,0.58175,0.47805
0.88,0.38,0.59265,0.4678
0.88,0.4,0.58375,0.47485
0.88,0.42,0.5788,0.4761
0.88,0.44,0.5859,0.4683
0.88,0.46,0.59235,0.4812
0.88,0.48,0.5881,0.4977
0.88,0.5,0.57845,0.4841
0.88,0.52,0.5993,0.47105
0.88,0.54,0.58565,0.47315
0.88,0.56,0.58985,0.481
0.88,0.58,0.60345,0.4553
0.88,0.6,0.57075,0.4776
0.88,0.62,0.56975,0.48005
0.88,0.64,0.6079,0.4733
0.88,0.66,0.5809,0.48385
0.88,0.68,0.57555,0.48525
0.88,0.7,0.5744,0.4843
0.88,0.72,0.58935,0.4776
0.88,0.74,0.59105,0.46145
0.88,0.76,0.59325,0.4524
0.88,0.78,0.5874,0.4638
0.88,0.8,0.58695,0.46005
0.88,0.82,0.58165,0.47965
0.88,0.84,0.5922,0.4728
0.88,0.86,0.58085,0.5001
0.88,0.88,0.6035,0.4654
0.88,0.9,0.5759,0.495
0.88,0.92,0.59435,0.45725
0.88,0.94,0.5969,0.4717
0.88,0.96,0.59495,0.4715
0.88,0.98,0.5929,0.4747
0.88,1,0.5808,0.47905
0.9,0.02,0.58075,0.4846
0.9,0.04,0.58355,0.4763
0.9,0.06,0.569,0.45925
0.9,0.08,0.5728,0.4771
0.9,0.1,0.5714,0.48045
0.9,0.12,0.57265,0.4765
0.9,0.14,0.5879,0.47445
0.9,0.16,0.56945,0.47825
0.9,0.18,0.573,0.47795
0.9,0.2,0.5741,0.46485
0.9,0.22,0.57405,0.4873
0.9,0.24,0.5736,0.4754
0.9,0.26,0.5798,0.4652
0.9,0.28,0.56895,0.45695
0.9,0.3,0.5713,0.4775
0.9,0.32,0.5905,0.47815
0.9,0.34,0.5767,0.48015
0.9,0.36,0.57155,0.4637
0.9,0.38,0.59055,0.46745
0.9,0.4,0.5772,0.48265
0.9,0.42,0.5853,0.46785
0.9,0.44,0.58175,0.48845
0.9,0.46,0.57865,0.46625
0.9,0.48,0.58805,0.46995
0.9,0.5,0.5851,0.48275
0.9,0.52,0.5932,0.4803
0.9,0.54,0.59055,0.47265
0.9,0.56,0.60085,0.4761
0.9,0.58,0.58735,0.47685
0.9,0.6,0.58965,0.4833
0.9,0.62,0.5647,0.4711
0.9,0.64,0.5828,0.47935
0.9,0.66,0.58395,0.4732
0.9,0.68,0.60265,0.4582
0.9,0.7,0.5893,0.4768
0.9,0.72,0.5892,0.46995
0.9,0.74,0.5866,0.47005
0.9,0.76,0.57955,0.45885
0.9,0.78,0.57115,0.47875
0.9,0.8,0.5821,0.4763
0.9,0.82,0.5983,0.4791
0.9,0.84,0.5914,0.4731
0.9,0.86,0.58775,0.4648
0.9,0.88,0.5895,0.4823
0.9,0.9,0.5763,0.4591
0.9,0.92,0.58615,0.47295
0.9,0.94,0.58625,0.4833
0.9,0.96,0.5947,0.46755
0.9,0.98,0.58185,0.46915
0.9,1,0.5808,0.47505
0.92,0.02,0.5715,0.4714
0.92,0.04,0.56775,0.4751
0.92,0.06,0.58165,0.46095
0.92,0.08,0.5841,0.45655
0.92,0.1,0.57655,0.4636
0.92,0.12,0.57715,0.45155
0.92,0.14,0.5997,0.45795
0.92,0.16,0.5885,0.4755
0.92,0.18,0.5862,0.4682
0.92,0.2,0.58545,0.45495
0.92,0.22,0.5914,0.4649
0.92,0.24,0.5773,0.47465
0.92,0.26,0.5897,0.45705
0.92,0.28,0.5859,0.4862
0.92,0.3,0.57435,0.46495
0.92,0.32,0.58725,0.46415
0.92,0.34,0.57615,0.4499
0.92,0.36,0.57415,0.46135
0.92,0.38,0.57535,0.4706
0.92,0.4,0.58515,0.4674
0.92,0.42,0.5657,0.48075
0.92,0.44,0.57255,0.46715
0.92,0.46,0.5808,0.4652
0.92,0.48,0.58355,0.46115
0.92,0.5,0.56855,0.45145
0.92,0.52,0.58335,0.4848
0.92,0.54,0.59385,0.4476
0.92,0.56,0.58345,0.46195
0.92,0.58,0.5789,0.4631
0.92,0.6,0.5804,0.4536
0.92,0.62,0.57275,0.4739
0.92,0.64,0.58535,0.45565
0.92,0.66,0.57995,0.45575
0.92,0.68,0.5818,0.4769
0.92,0.7,0.60295,0.4558
0.92,0.72,0.6025,0.47925
0.92,0.74,0.5775,0.4636
0.92,0.76,0.59335,0.4721
0.92,0.78,0.5745,0.47675
0.92,0.8,0.58425,0.4802
0.92,0.82,0.5872,0.46975
0.92,0.84,0.59075,0.45045
0.92,0.86,0.5843,0.4785
0.92,0.88,0.5698,0.4759
0.92,0.9,0.59075,0.47485
0.92,0.92,0.57775,0.47495
0.92,0.94,0.56855,0.47345
0.92,0.96,0.60325,0.458
0.92,0.98,0.5886,0.46775
0.92,1,0.58325,0.47095
0.94,0.02,0.5931,0.4626
0.94,0.04,0.57465,0.4664
0.94,0.06,0.58805,0.46265
0.94,0.08,0.58605,0.474
0.94,0.1,0.5814,0.4629
0.94,0.12,0.5905,0.47375
0.94,0.14,0.56865,0.4679
0.94,0.16,0.58555,0.4637
0.94,0.18,0.566,0.4652
0.94,0.2,0.57605,0.4584
0.94,0.22,0.57995,0.46175
0.94,0.24,0.58305,0.4551
0.94,0.26,0.58655,0.45845
0.94,0.28,0.57875,0.46845
0.94,0.3,0.5702,0.4737
0.94,0.32,0.5757,0.4639
0.94,0.34,0.56185,0.47035
0.94,0.36,0.5882,0.47395
0.94,0.38,0.5894,0.46365
0.94,0.4,0.59115,0.46755
0.94,0.42,0.5803,0.4753
0.94,0.44,0.59435,0.45585
0.94,0.46,0.59195,0.452
0.94,0.48,0.57535,0.4758
0.94,0.5,0.5818,0.46445
0.94,0.52,0.58085,0.4724
0.94,0.54,0.59225,0.46225
0.94,0.56,0.5818,0.47745
0.94,0.58,0.56775,0.46355
0.94,0.6,0.5916,0.4393
0.94,0.62,0.58495,0.46265
0.94,0.64,0.5865,0.47245
0.94,0.66,0.58135,0.47155
0.94,0.68,0.5928,0.443
0.94,0.7,0.5855,0.4518
0.94,0.72,0.5841,0.4652
0.94,0.74,0.60105,0.459
0.94,0.76,0.58015,0.4664
0.94,0.78,0.5736,0.482
0.94,0.8,0.58115,0.4663
0.94,0.82,0.5731,0.47085
0.94,0.84,0.57705,0.4776
0.94,0.86,0.584,0.458
0.94,0.88,0.57275,0.48075
0.94,0.9,0.58005,0.45515
0.94,0.92,0.58445,0.43745
0.94,0.94,0.56735,0.46435
0.94,0.96,0.5667,0.4623
0.94,0.98,0.5864,0.47025
0.94,1,0.5856,0.459
0.96,0.02,0.5793,0.4649
0.96,0.04,0.5593,0.46365
0.96,0.06,0.58455,0.4458
0.96,0.08,0.57475,0.46335
0.96,0.1,0.5735,0.4673
0.96,0.12,0.5519,0.46945
0.96,0.14,0.56825,0.45585
0.96,0.16,0.5839,0.43555
0.96,0.18,0.591,0.46725
0.96,0.2,0.5741,0.45495
0.96,0.22,0.57325,0.45545
0.96,0.24,0.5718,0.4606
0.96,0.26,0.56905,0.45225
0.96,0.28,0.5834,0.4765
0.96,0.3,0.56685,0.4653
0.96,0.32,0.55485,0.4695
0.96,0.34,0.5743,0.44995
0.96,0.36,0.5871,0.46925
0.96,0.38,0.58115,0.45765
0.96,0.4,0.5841,0.46975
0.96,0.42,0.5716,0.46645
0.96,0.44,0.58335,0.4699
0.96,0.46,0.5738,0.4482
0.96,0.48,0.58115,0.45735
0.96,0.5,0.5911,0.45515
0.96,0.52,0.57825,0.4716
0.96,0.54,0.57895,0.4667
0.96,0.56,0.56685,0.474
0.96,0.58,0.56955,0.47015
0.96,0.6,0.5762,0.46555
0.96,0.62,0.5723,0.4752
0.96,0.64,0.57945,0.4734
0.96,0.66,0.58095,0.4429
0.96,0.68,0.59195,0.46015
0.96,0.7,0.57005,0.46285
0.96,0.72,0.57385,0.45695
0.96,0.74,0.5694,0.4577
0.96,0.76,0.59065,0.46595
0.96,0.78,0.59225,0.44385
0.96,0.8,0.5818,0.4522
0.96,0.82,0.57005,0.47265
0.96,0.84,0.58225,0.4554
0.96,0.86,0.57035,0.45935
0.96,0.88,0.58055,0.477
0.96,0.9,0.57045,0.4704
0.96,0.92,0.57145,0.4763
0.96,0.94,0.5846,0.45905
0.96,0.96,0.57285,0.4672
0.96,0.98,0.56095,0.47615
0.96,1,0.57205,0.46435
0.98,0.02,0.56425,0.45975
0.98,0.04,0.56965,0.4623
0.98,0.06,0.5805,0.46245
0.98,0.08,0.57275,0.46295
0.98,0.1,0.56005,0.46065
0.98,0.12,0.5618,0.4595
0.98,0.14,0.56165,0.4704
0.98,0.16,0.5775,0.4608
0.98,0.18,0.5802,0.4626
0.98,0.2,0.55505,0.4599
0.98,0.22,0.5567,0.4571
0.98,0.24,0.57765,0.45675
0.98,0.26,0.575,0.4732
0.98,0.28,0.563,0.46705
0.98,0.3,0.5739,0.4749
0.98,0.32,0.5753,0.4716
0.98,0.34,0.56705,0.45055
0.98,0.36,0.56385,0.4309
0.98,0.38,0.59145,0.452
0.98,0.4,0.58335,0.45305
0.98,0.42,0.57575,0.4666
0.98,0.44,0.56795,0.4603
0.98,0.46,0.5855,0.4525
0.98,0.48,0.57275,0.46445
0.98,0.5,0.585,0.4342
0.98,0.52,0.5806,0.4468
0.98,0.54,0.5815,0.46735
0.98,0.56,0.5846,0.4658
0.98,0.58,0.57055,0.4561
0.98,0.6,0.57485,0.4452
0.98,0.62,0.5757,0.46145
0.98,0.64,0.58395,0.44595
0.98,0.66,0.56875,0.46475
0.98,0.68,0.5765,0.45145
0.98,0.7,0.5789,0.4542
0.98,0.72,0.56725,0.4605
0.98,0.74,0.5849,0.45015
0.98,0.76,0.56495,0.47
0.98,0.78,0.58055,0.45365
0.98,0.8,0.57965,0.44965
0.98,0.82,0.5736,0.4555
0.98,0.84,0.58745,0.47325
0.98,0.86,0.5723,0.4559
0.98,0.88,0.571,0.4464
0.98,0.9,0.5745,0.45435
0.98,0.92,0.56065,0.4603
0.98,0.94,0.55825,0.47475
0.98,0.96,0.5751,0.448
0.98,0.98,0.58585,0.4521
0.98,1,0.5711,0.4605
1,0.02,0.5487,0.45665
1,0.04,0.55655,0.46575
1,0.06,0.5683,0.4548
1,0.08,0.5708,0.4565
1,0.1,0.56005,0.4578
1,0.12,0.5614,0.45895
1,0.14,0.56035,0.45845
1,0.16,0.58005,0.44435
1,0.18,0.577,0.4565
1,0.2,0.5631,0.43755
1,0.22,0.56925,0.4665
1,0.24,0.56865,0.45545
1,0.26,0.55995,0.47255
1,0.28,0.56725,0.4491
1,0.3,0.57295,0.44755
1,0.32,0.5841,0.463
1,0.34,0.5596,0.4647
1,0.36,0.5675,0.45255
1,0.38,0.581,0.4652
1,0.4,0.5799,0.45325
1,0.42,0.56125,0.46275
1,0.44,0.5732,0.46095
1,0.46,0.56075,0.46195
1,0.48,0.55955,0.45405
1,0.5,0.5735,0.4647
1,0.52,0.5734,0.4616
1,0.54,0.5863,0.42975
1,0.56,0.56405,0.4585
1,0.58,0.57635,0.4559
1,0.6,0.5847,0.45525
1,0.62,0.57155,0.4548
1,0.64,0.5568,0.46015
1,0.66,0.57095,0.44885
1,0.68,0.5879,0.46775
1,0.7,0.5626,0.44685
1,0.72,0.57555,0.46085
1,0.74,0.5725,0.4715
1,0.76,0.56165,0.4535
1,0.78,0.5717,0.4523
1,0.8,0.57555,0.46625
1,0.82,0.57835,0.4564
1,0.84,0.5735,0.4443
1,0.86,0.57205,0.4666
1,0.88,0.5754,0.4372
1,0.9,0.5717,0.444
1,0.92,0.571,0.45065
1,0.94,0.5642,0.4644
1,0.96,0.57015,0.4599
1,0.98,0.56445,0.4562
1,1,0.56975,0.4509
