"alpha","lamda1","rho_A","rho_I"
0.02,0.02,0.6737,0.5922
0.02,0.04,0.7004,0.5312
0.02,0.06,0.6871,0.5862
0.02,0.08,0.6685,0.5701
0.02,0.1,0.6951,0.5787
0.02,0.12,0.6997,0.5602
0.02,0.14,0.694,0.5784
0.02,0.16,0.696,0.5597
0.02,0.18,0.7059,0.5926
0.02,0.2,0.6957,0.5916
0.02,0.22,0.6991,0.5745
0.02,0.24,0.7109,0.5653
0.02,0.26,0.6836,0.6136
0.02,0.28,0.6774,0.5734
0.02,0.3,0.6799,0.5317
0.02,0.32,0.7003,0.5579
0.02,0.34,0.685,0.5936
0.02,0.36,0.7028,0.5891
0.02,0.38,0.6909,0.5835
0.02,0.4,0.7043,0.5698
0.02,0.42,0.6924,0.5855
0.02,0.44,0.6952,0.5977
0.02,0.46,0.6905,0.5672
0.02,0.48,0.6952,0.5749
0.02,0.5,0.6874,0.584
0.02,0.52,0.6758,0.6125
0.02,0.54,0.6919,0.5544
0.02,0.56,0.6816,0.5876
0.02,0.58,0.6794,0.5842
0.02,0.6,0.7095,0.5661
0.02,0.62,0.6879,0.5997
0.02,0.64,0.6967,0.5693
0.02,0.66,0.6793,0.6049
0.02,0.68,0.6856,0.5818
0.02,0.7,0.6921,0.5784
0.02,0.72,0.6906,0.5803
0.02,0.74,0.7045,0.5651
0.02,0.76,0.7196,0.544
0.02,0.78,0.6901,0.5813
0.02,0.8,0.7105,0.5653
0.02,0.82,0.66,0.5909
0.02,0.84,0.6846,0.5654
0.02,0.86,0.6917,0.5443
0.02,0.88,0.6986,0.5702
0.02,0.9,0.705,0.5732
0.02,0.92,0.7103,0.5536
0.02,0.94,0.6847,0.5914
0.02,0.96,0.7012,0.5946
0.02,0.98,0.6891,0.5687
0.02,1,0.6903,0.5615
0.04,0.02,0.6791,0.5726
0.04,0.04,0.6804,0.5778
0.04,0.06,0.6783,0.562
0.04,0.08,0.6913,0.5995
0.04,0.1,0.6891,0.5907
0.04,0.12,0.6893,0.574
0.04,0.14,0.6777,0.5761
0.04,0.16,0.6613,0.583
0.04,0.18,0.7009,0.5663
0.04,0.2,0.6958,0.5657
0.04,0.22,0.6977,0.5825
0.04,0.24,0.6845,0.5653
0.04,0.26,0.6889,0.5686
0.04,0.28,0.6993,0.5751
0.04,0.3,0.6684,0.5678
0.04,0.32,0.6788,0.5738
0.04,0.34,0.6653,0.5877
0.04,0.36,0.7178,0.5513
0.04,0.38,0.7032,0.5715
0.04,0.4,0.6814,0.5661
0.04,0.42,0.6834,0.599
0.04,0.44,0.6835,0.5913
0.04,0.46,0.6882,0.5716
0.04,0.48,0.6607,0.5768
0.04,0.5,0.6763,0.5465
0.04,0.52,0.6739,0.5978
0.04,0.54,0.6893,0.5783
0.04,0.56,0.6743,0.6111
0.04,0.58,0.6985,0.6001
0.04,0.6,0.6806,0.5492
0.04,0.62,0.6788,0.5764
0.04,0.64,0.7042,0.5646
0.04,0.66,0.6646,0.5871
0.04,0.68,0.696,0.555
0.04,0.7,0.688,0.5739
0.04,0.72,0.7031,0.5642
0.04,0.74,0.6953,0.575
0.04,0.76,0.695,0.5665
0.04,0.78,0.6872,0.5595
0.04,0.8,0.6974,0.5736
0.04,0.82,0.7107,0.5666
0.04,0.84,0.6814,0.5692
0.04,0.86,0.694,0.5797
0.04,0.88,0.6934,0.5661
0.04,0.9,0.6902,0.5664
0.04,0.92,0.6922,0.5763
0.04,0.94,0.6905,0.5528
0.04,0.96,0.7006,0.5673
0.04,0.98,0.7086,0.566
0.04,1,0.678,0.5933
0.06,0.02,0.6838,0.5559
0.06,0.04,0.6983,0.5824
0.06,0.06,0.6827,0.5798
0.06,0.08,0.6978,0.5814
0.06,0.1,0.6945,0.5694
0.06,0.12,0.6632,0.5912
0.06,0.14,0.6752,0.5766
0.06,0.16,0.6967,0.5813
0.06,0.18,0.6885,0.5663
0.06,0.2,0.6972,0.5832
0.06,0.22,0.6893,0.5723
0.06,0.24,0.6629,0.5632
0.06,0.26,0.7006,0.5784
0.06,0.28,0.6747,0.5903
0.06,0.3,0.6753,0.5696
0.06,0.32,0.6659,0.5872
0.06,0.34,0.6935,0.5766
0.06,0.36,0.6912,0.5816
0.06,0.38,0.6901,0.5744
0.06,0.4,0.688,0.5621
0.06,0.42,0.6836,0.5372
0.06,0.44,0.6877,0.5879
0.06,0.46,0.6811,0.5708
0.06,0.48,0.6947,0.5802
0.06,0.5,0.7118,0.5463
0.06,0.52,0.6988,0.5534
0.06,0.54,0.6828,0.5769
0.06,0.56,0.6917,0.5773
0.06,0.58,0.6886,0.5517
0.06,0.6,0.6736,0.5696
0.06,0.62,0.6845,0.5435
0.06,0.64,0.7115,0.584
0.06,0.66,0.6853,0.5583
0.06,0.68,0.6865,0.5527
0.06,0.7,0.682,0.5673
0.06,0.72,0.673,0.5854
0.06,0.74,0.697,0.5414
0.06,0.76,0.6804,0.5811
0.06,0.78,0.6701,0.5825
0.06,0.8,0.6749,0.5498
0.06,0.82,0.6778,0.5639
0.06,0.84,0.6861,0.5619
0.06,0.86,0.6708,0.571
0.06,0.88,0.6805,0.5676
0.06,0.9,0.6976,0.5815
0.06,0.92,0.6706,0.5736
0.06,0.94,0.6741,0.5937
0.06,0.96,0.7005,0.5318
0.06,0.98,0.6965,0.5486
0.06,1,0.6795,0.5735
0.08,0.02,0.688,0.5774
0.08,0.04,0.6876,0.6005
0.08,0.06,0.6866,0.5723
0.08,0.08,0.6913,0.5749
0.08,0.1,0.6928,0.5834
0.08,0.12,0.6881,0.5402
0.08,0.14,0.6836,0.571
0.08,0.16,0.6886,0.5822
0.08,0.18,0.6831,0.5619
0.08,0.2,0.6868,0.5726
0.08,0.22,0.6842,0.5915
0.08,0.24,0.6826,0.5716
0.08,0.26,0.6888,0.5777
0.08,0.28,0.6591,0.5747
0.08,0.3,0.6622,0.5754
0.08,0.32,0.684,0.561
0.08,0.34,0.6723,0.5728
0.08,0.36,0.6689,0.579
0.08,0.38,0.6954,0.5574
0.08,0.4,0.7066,0.5596
0.08,0.42,0.6762,0.5848
0.08,0.44,0.6801,0.5636
0.08,0.46,0.6849,0.5861
0.08,0.48,0.6886,0.5792
0.08,0.5,0.6797,0.5725
0.08,0.52,0.6798,0.5748
0.08,0.54,0.6853,0.5509
0.08,0.56,0.6771,0.5748
0.08,0.58,0.6807,0.5783
0.08,0.6,0.6652,0.5817
0.08,0.62,0.691,0.5725
0.08,0.64,0.6712,0.5701
0.08,0.66,0.7024,0.5687
0.08,0.68,0.6606,0.5895
0.08,0.7,0.6924,0.5598
0.08,0.72,0.6881,0.5829
0.08,0.74,0.6865,0.5764
0.08,0.76,0.6908,0.5642
0.08,0.78,0.6675,0.5758
0.08,0.8,0.6885,0.5519
0.08,0.82,0.6828,0.5764
0.08,0.84,0.6663,0.5878
0.08,0.86,0.6876,0.5448
0.08,0.88,0.6951,0.57
0.08,0.9,0.6686,0.557
0.08,0.92,0.6854,0.555
0.08,0.94,0.6796,0.5878
0.08,0.96,0.6985,0.5671
0.08,0.98,0.6957,0.5755
0.08,1,0.6705,0.5812
0.1,0.02,0.685,0.5554
0.1,0.04,0.6927,0.5793
0.1,0.06,0.6875,0.5422
0.1,0.08,0.6923,0.5581
0.1,0.1,0.6929,0.5644
0.1,0.12,0.698,0.5777
0.1,0.14,0.6786,0.588
0.1,0.16,0.667,0.5945
0.1,0.18,0.6854,0.5609
0.1,0.2,0.6931,0.5651
0.1,0.22,0.6931,0.5726
0.1,0.24,0.6734,0.5519
0.1,0.26,0.6814,0.5661
0.1,0.28,0.6799,0.5736
0.1,0.3,0.6921,0.558
0.1,0.32,0.6875,0.5737
0.1,0.34,0.6915,0.5684
0.1,0.36,0.6615,0.5305
0.1,0.38,0.6723,0.5663
0.1,0.4,0.6849,0.597
0.1,0.42,0.6812,0.5783
0.1,0.44,0.6903,0.5455
0.1,0.46,0.7008,0.5596
0.1,0.48,0.6735,0.5906
0.1,0.5,0.6674,0.5679
0.1,0.52,0.6768,0.5688
0.1,0.54,0.6662,0.5735
0.1,0.56,0.685,0.5822
0.1,0.58,0.7177,0.5646
0.1,0.6,0.7058,0.5519
0.1,0.62,0.6996,0.5547
0.1,0.64,0.6801,0.5853
0.1,0.66,0.6989,0.5463
0.1,0.68,0.6961,0.5796
0.1,0.7,0.6933,0.5668
0.1,0.72,0.687,0.5735
0.1,0.74,0.6941,0.5798
0.1,0.76,0.6703,0.5184
0.1,0.78,0.6848,0.567
0.1,0.8,0.6714,0.5811
0.1,0.82,0.6856,0.5625
0.1,0.84,0.703,0.5679
0.1,0.86,0.6934,0.5595
0.1,0.88,0.6826,0.5741
0.1,0.9,0.7032,0.5884
0.1,0.92,0.6846,0.5767
0.1,0.94,0.6905,0.5812
0.1,0.96,0.6819,0.5708
0.1,0.98,0.6644,0.5749
0.1,1,0.6806,0.5613
0.12,0.02,0.6709,0.5759
0.12,0.04,0.6764,0.5726
0.12,0.06,0.6912,0.5585
0.12,0.08,0.6883,0.5603
0.12,0.1,0.6598,0.5667
0.12,0.12,0.6566,0.5501
0.12,0.14,0.6618,0.5807
0.12,0.16,0.6596,0.5724
0.12,0.18,0.6714,0.5624
0.12,0.2,0.654,0.5657
0.12,0.22,0.6767,0.5436
0.12,0.24,0.6942,0.5687
0.12,0.26,0.6951,0.5543
0.12,0.28,0.6658,0.5547
0.12,0.3,0.7108,0.572
0.12,0.32,0.6711,0.5393
0.12,0.34,0.6946,0.5711
0.12,0.36,0.6883,0.5607
0.12,0.38,0.6785,0.5624
0.12,0.4,0.6703,0.5566
0.12,0.42,0.6956,0.5715
0.12,0.44,0.6763,0.5674
0.12,0.46,0.7027,0.5734
0.12,0.48,0.6765,0.5493
0.12,0.5,0.6726,0.5776
0.12,0.52,0.675,0.5618
0.12,0.54,0.6825,0.5623
0.12,0.56,0.6734,0.5732
0.12,0.58,0.6766,0.5599
0.12,0.6,0.6886,0.542
0.12,0.62,0.6723,0.5684
0.12,0.64,0.7026,0.5826
0.12,0.66,0.6801,0.5662
0.12,0.68,0.6773,0.5707
0.12,0.7,0.6651,0.582
0.12,0.72,0.6674,0.5783
0.12,0.74,0.6952,0.5414
0.12,0.76,0.6875,0.5817
0.12,0.78,0.68,0.5606
0.12,0.8,0.6545,0.5726
0.12,0.82,0.6855,0.5772
0.12,0.84,0.6824,0.5551
0.12,0.86,0.6867,0.5546
0.12,0.88,0.6735,0.5791
0.12,0.9,0.6945,0.5609
0.12,0.92,0.6766,0.578
0.12,0.94,0.6828,0.5703
0.12,0.96,0.6648,0.5743
0.12,0.98,0.6586,0.6008
0.12,1,0.658,0.5605
0.14,0.02,0.6969,0.5699
0.14,0.04,0.7018,0.5561
0.14,0.06,0.6919,0.5638
0.14,0.08,0.6921,0.5672
0.14,0.1,0.6859,0.5585
0.14,0.12,0.6792,0.5865
0.14,0.14,0.6545,0.578
0.14,0.16,0.666,0.5791
0.14,0.18,0.6766,0.5696
0.14,0.2,0.7019,0.5362
0.14,0.22,0.6632,0.5547
0.14,0.24,0.6671,0.5817
0.14,0.26,0.6698,0.5835
0.14,0.28,0.675,0.5532
0.14,0.3,0.6999,0.5542
0.14,0.32,0.6745,0.6046
0.14,0.34,0.6987,0.5685
0.14,0.36,0.6629,0.5586
0.14,0.38,0.6643,0.5416
0.14,0.4,0.68,0.5795
0.14,0.42,0.6917,0.5502
0.14,0.44,0.6568,0.5679
0.14,0.46,0.6894,0.5398
0.14,0.48,0.6847,0.5573
0.14,0.5,0.6682,0.5546
0.14,0.52,0.6694,0.5537
0.14,0.54,0.6708,0.571
0.14,0.56,0.6523,0.5689
0.14,0.58,0.6829,0.5855
0.14,0.6,0.6664,0.5497
0.14,0.62,0.673,0.5705
0.14,0.64,0.6597,0.5718
0.14,0.66,0.6656,0.5722
0.14,0.68,0.6936,0.5677
0.14,0.7,0.6734,0.5636
0.14,0.72,0.6776,0.5873
0.14,0.74,0.6879,0.5339
0.14,0.76,0.6671,0.581
0.14,0.78,0.6565,0.5705
0.14,0.8,0.6737,0.57
0.14,0.82,0.6893,0.5544
0.14,0.84,0.681,0.5544
0.14,0.86,0.6726,0.5864
0.14,0.88,0.6872,0.5675
0.14,0.9,0.6589,0.5488
0.14,0.92,0.6803,0.5431
0.14,0.94,0.6836,0.5788
0.14,0.96,0.6919,0.5744
0.14,0.98,0.6655,0.5612
0.14,1,0.6609,0.5749
0.16,0.02,0.6819,0.5487
0.16,0.04,0.6826,0.5541
0.16,0.06,0.6724,0.547
0.16,0.08,0.6862,0.564
0.16,0.1,0.6959,0.5631
0.16,0.12,0.6542,0.581
0.16,0.14,0.6698,0.5483
0.16,0.16,0.6727,0.5883
0.16,0.18,0.6895,0.543
0.16,0.2,0.6782,0.5723
0.16,0.22,0.6572,0.578
0.16,0.24,0.6826,0.5633
0.16,0.26,0.6938,0.5645
0.16,0.28,0.6835,0.5464
0.16,0.3,0.6627,0.5705
0.16,0.32,0.6763,0.5449
0.16,0.34,0.6775,0.5731
0.16,0.36,0.6739,0.5606
0.16,0.38,0.6572,0.566
0.16,0.4,0.6674,0.554
0.16,0.42,0.6873,0.554
0.16,0.44,0.6691,0.5764
0.16,0.46,0.6495,0.5878
0.16,0.48,0.6852,0.5791
0.16,0.5,0.671,0.5568
0.16,0.52,0.6827,0.5377
0.16,0.54,0.6979,0.5628
0.16,0.56,0.6732,0.5744
0.16,0.58,0.6864,0.5514
0.16,0.6,0.6737,0.5534
0.16,0.62,0.6712,0.556
0.16,0.64,0.6936,0.5409
0.16,0.66,0.6922,0.5555
0.16,0.68,0.6948,0.552
0.16,0.7,0.6898,0.5605
0.16,0.72,0.6683,0.5824
0.16,0.74,0.6678,0.5563
0.16,0.76,0.6796,0.5557
0.16,0.78,0.6722,0.5676
0.16,0.8,0.6729,0.5462
0.16,0.82,0.667,0.5818
0.16,0.84,0.6892,0.5451
0.16,0.86,0.6705,0.5338
0.16,0.88,0.6719,0.5544
0.16,0.9,0.6774,0.5759
0.16,0.92,0.664,0.5678
0.16,0.94,0.6625,0.5674
0.16,0.96,0.6911,0.5386
0.16,0.98,0.67,0.5615
0.16,1,0.6885,0.5608
0.18,0.02,0.6919,0.5531
0.18,0.04,0.6676,0.572
0.18,0.06,0.6841,0.5239
0.18,0.08,0.6824,0.5522
0.18,0.1,0.6411,0.5507
0.18,0.12,0.6906,0.5727
0.18,0.14,0.6819,0.5249
0.18,0.16,0.6691,0.5851
0.18,0.18,0.6712,0.5868
0.18,0.2,0.6654,0.567
0.18,0.22,0.662,0.5431
0.18,0.24,0.6915,0.5443
0.18,0.26,0.664,0.5716
0.18,0.28,0.6552,0.5728
0.18,0.3,0.686,0.5792
0.18,0.32,0.6667,0.5611
0.18,0.34,0.6705,0.5617
0.18,0.36,0.6698,0.5645
0.18,0.38,0.6814,0.5917
0.18,0.4,0.668,0.5753
0.18,0.42,0.677,0.5694
0.18,0.44,0.6939,0.553
0.18,0.46,0.6637,0.587
0.18,0.48,0.6627,0.5661
0.18,0.5,0.6705,0.5875
0.18,0.52,0.6757,0.5617
0.18,0.54,0.6668,0.5351
0.18,0.56,0.6544,0.5662
0.18,0.58,0.6955,0.5437
0.18,0.6,0.6796,0.5271
0.18,0.62,0.6924,0.5778
0.18,0.64,0.693,0.5446
0.18,0.66,0.6901,0.5548
0.18,0.68,0.682,0.5823
0.18,0.7,0.6801,0.5703
0.18,0.72,0.6882,0.5509
0.18,0.74,0.6901,0.5569
0.18,0.76,0.683,0.5359
0.18,0.78,0.6675,0.5475
0.18,0.8,0.6503,0.5435
0.18,0.82,0.663,0.5694
0.18,0.84,0.6876,0.553
0.18,0.86,0.6626,0.5504
0.18,0.88,0.6864,0.5211
0.18,0.9,0.6653,0.5454
0.18,0.92,0.6806,0.5397
0.18,0.94,0.662,0.577
0.18,0.96,0.678,0.5565
0.18,0.98,0.6828,0.5532
0.18,1,0.667,0.5765
0.2,0.02,0.6631,0.5322
0.2,0.04,0.6583,0.5787
0.2,0.06,0.6828,0.5443
0.2,0.08,0.6754,0.5549
0.2,0.1,0.6582,0.5881
0.2,0.12,0.6473,0.557
0.2,0.14,0.6879,0.5689
0.2,0.16,0.6625,0.5432
0.2,0.18,0.6567,0.5663
0.2,0.2,0.674,0.5523
0.2,0.22,0.6859,0.569
0.2,0.24,0.6791,0.5617
0.2,0.26,0.6793,0.5315
0.2,0.28,0.6726,0.5771
0.2,0.3,0.6706,0.5431
0.2,0.32,0.6868,0.5411
0.2,0.34,0.6996,0.5357
0.2,0.36,0.6892,0.5467
0.2,0.38,0.7045,0.5368
0.2,0.4,0.6699,0.5605
0.2,0.42,0.6751,0.5545
0.2,0.44,0.6593,0.5563
0.2,0.46,0.6643,0.5417
0.2,0.48,0.6741,0.5708
0.2,0.5,0.6913,0.5502
0.2,0.52,0.6829,0.5663
0.2,0.54,0.6869,0.5667
0.2,0.56,0.6688,0.5653
0.2,0.58,0.6709,0.5703
0.2,0.6,0.6694,0.5477
0.2,0.62,0.6848,0.5519
0.2,0.64,0.6888,0.5516
0.2,0.66,0.655,0.5768
0.2,0.68,0.6897,0.5434
0.2,0.7,0.6698,0.5523
0.2,0.72,0.6691,0.5697
0.2,0.74,0.6952,0.5679
0.2,0.76,0.6674,0.5529
0.2,0.78,0.6683,0.557
0.2,0.8,0.6922,0.5342
0.2,0.82,0.6724,0.5472
0.2,0.84,0.6673,0.5583
0.2,0.86,0.6539,0.5526
0.2,0.88,0.6631,0.5485
0.2,0.9,0.6827,0.561
0.2,0.92,0.671,0.5642
0.2,0.94,0.6669,0.5277
0.2,0.96,0.6742,0.564
0.2,0.98,0.6739,0.5758
0.2,1,0.6949,0.5443
0.22,0.02,0.6638,0.5809
0.22,0.04,0.6863,0.5581
0.22,0.06,0.6579,0.5724
0.22,0.08,0.6707,0.5719
0.22,0.1,0.6635,0.5368
0.22,0.12,0.6526,0.5515
0.22,0.14,0.684,0.549
0.22,0.16,0.6708,0.5525
0.22,0.18,0.6669,0.553
0.22,0.2,0.6791,0.543
0.22,0.22,0.6736,0.5401
0.22,0.24,0.6793,0.5681
0.22,0.26,0.6529,0.5624
0.22,0.28,0.6766,0.5605
0.22,0.3,0.6671,0.5735
0.22,0.32,0.6796,0.5602
0.22,0.34,0.6696,0.5557
0.22,0.36,0.6771,0.5641
0.22,0.38,0.672,0.5321
0.22,0.4,0.6658,0.5402
0.22,0.42,0.6477,0.5724
0.22,0.44,0.6552,0.5637
0.22,0.46,0.6911,0.5512
0.22,0.48,0.6735,0.5372
0.22,0.5,0.6622,0.557
0.22,0.52,0.6641,0.5656
0.22,0.54,0.6573,0.5729
0.22,0.56,0.6835,0.5671
0.22,0.58,0.6788,0.5301
0.22,0.6,0.6649,0.532
0.22,0.62,0.6578,0.5722
0.22,0.64,0.6724,0.5655
0.22,0.66,0.6557,0.5359
0.22,0.68,0.6698,0.5432
0.22,0.7,0.6686,0.5482
0.22,0.72,0.666,0.5487
0.22,0.74,0.6574,0.5645
0.22,0.76,0.6408,0.5603
0.22,0.78,0.6701,0.5466
0.22,0.8,0.6736,0.5528
0.22,0.82,0.6638,0.5677
0.22,0.84,0.6695,0.5699
0.22,0.86,0.6508,0.5602
0.22,0.88,0.6512,0.5604
0.22,0.9,0.6814,0.5555
0.22,0.92,0.6771,0.5533
0.22,0.94,0.6769,0.5566
0.22,0.96,0.6566,0.5631
0.22,0.98,0.6592,0.5284
0.22,1,0.6639,0.5749
0.24,0.02,0.6472,0.5516
0.24,0.04,0.6677,0.5363
0.24,0.06,0.6779,0.5407
0.24,0.08,0.6539,0.571
0.24,0.1,0.6488,0.5297
0.24,0.12,0.6572,0.5784
0.24,0.14,0.6523,0.5662
0.24,0.16,0.6742,0.5489
0.24,0.18,0.6714,0.576
0.24,0.2,0.6686,0.5515
0.24,0.22,0.666,0.5698
0.24,0.24,0.6541,0.5575
0.24,0.26,0.672,0.5393
0.24,0.28,0.6827,0.5162
0.24,0.3,0.6797,0.5513
0.24,0.32,0.6776,0.5503
0.24,0.34,0.6668,0.557
0.24,0.36,0.6809,0.5603
0.24,0.38,0.6849,0.5515
0.24,0.4,0.6911,0.5607
0.24,0.42,0.6505,0.5567
0.24,0.44,0.669,0.5463
0.24,0.46,0.6678,0.533
0.24,0.48,0.6789,0.5644
0.24,0.5,0.6556,0.5539
0.24,0.52,0.6933,0.5593
0.24,0.54,0.6522,0.5591
0.24,0.56,0.655,0.5616
0.24,0.58,0.6702,0.5606
0.24,0.6,0.6565,0.5637
0.24,0.62,0.6905,0.5528
0.24,0.64,0.6612,0.5617
0.24,0.66,0.67,0.5455
0.24,0.68,0.6757,0.5024
0.24,0.7,0.6584,0.5707
0.24,0.72,0.6497,0.5831
0.24,0.74,0.6858,0.5349
0.24,0.76,0.6592,0.5569
0.24,0.78,0.665,0.5525
0.24,0.8,0.6753,0.5571
0.24,0.82,0.672,0.5474
0.24,0.84,0.6647,0.5262
0.24,0.86,0.6567,0.576
0.24,0.88,0.6632,0.5505
0.24,0.9,0.6676,0.5437
0.24,0.92,0.6424,0.5922
0.24,0.94,0.6676,0.5682
0.24,0.96,0.6596,0.5759
0.24,0.98,0.6733,0.5767
0.24,1,0.7008,0.5274
0.26,0.02,0.6805,0.5255
0.26,0.04,0.6494,0.5508
0.26,0.06,0.6736,0.5263
0.26,0.08,0.6843,0.5633
0.26,0.1,0.6658,0.5506
0.26,0.12,0.6475,0.5469
0.26,0.14,0.6711,0.5479
0.26,0.16,0.6587,0.568
0.26,0.18,0.6764,0.5434
0.26,0.2,0.6592,0.5619
0.26,0.22,0.6543,0.5804
0.26,0.24,0.6714,0.5451
0.26,0.26,0.6763,0.5576
0.26,0.28,0.6651,0.5528
0.26,0.3,0.642,0.5615
0.26,0.32,0.6558,0.5552
0.26,0.34,0.6512,0.5511
0.26,0.36,0.672,0.5665
0.26,0.38,0.6784,0.5616
0.26,0.4,0.6342,0.5715
0.26,0.42,0.6558,0.5368
0.26,0.44,0.6558,0.5495
