"alpha","lamda1","rho_A","rho_I"
0.76,0.42,0.5904,0.4843
0.76,0.44,0.6105,0.4963
0.76,0.46,0.6066,0.4843
0.76,0.48,0.5948,0.481
0.76,0.5,0.5777,0.497
0.76,0.52,0.6077,0.4862
0.76,0.54,0.5971,0.4848
0.76,0.56,0.6056,0.4905
0.76,0.58,0.61,0.4824
0.76,0.6,0.5979,0.4895
0.76,0.62,0.5821,0.5072
0.76,0.64,0.5977,0.5088
0.76,0.66,0.6176,0.4748
0.76,0.68,0.5993,0.4978
0.76,0.7,0.6038,0.49
0.76,0.72,0.618,0.4883
0.76,0.74,0.5992,0.484
0.76,0.76,0.6106,0.478
0.76,0.78,0.6087,0.486
0.76,0.8,0.5899,0.486
0.76,0.82,0.584,0.5028
0.76,0.84,0.6152,0.4962
0.76,0.86,0.5963,0.5038
0.76,0.88,0.6095,0.5055
0.76,0.9,0.6037,0.4917
0.76,0.92,0.6172,0.4909
0.76,0.94,0.6011,0.4881
0.76,0.96,0.6139,0.5013
0.76,0.98,0.5871,0.4922
0.76,1,0.6128,0.4827
0.78,0.02,0.6042,0.4637
0.78,0.04,0.5841,0.5063
0.78,0.06,0.6123,0.5028
0.78,0.08,0.6055,0.4857
0.78,0.1,0.6078,0.4656
0.78,0.12,0.5971,0.5019
0.78,0.14,0.5963,0.4594
0.78,0.16,0.615,0.4998
0.78,0.18,0.6013,0.4857
0.78,0.2,0.5977,0.5103
0.78,0.22,0.6137,0.4562
0.78,0.24,0.6039,0.4671
0.78,0.26,0.5972,0.4952
0.78,0.28,0.589,0.4627
0.78,0.3,0.6025,0.4812
0.78,0.32,0.6025,0.5041
0.78,0.34,0.5919,0.4948
0.78,0.36,0.5942,0.5163
0.78,0.38,0.6137,0.4694
0.78,0.4,0.6057,0.4636
0.78,0.42,0.593,0.481
0.78,0.44,0.6169,0.4626
0.78,0.46,0.6022,0.4847
0.78,0.48,0.5973,0.4893
0.78,0.5,0.6127,0.4682
0.78,0.52,0.6098,0.4666
0.78,0.54,0.6139,0.4693
0.78,0.56,0.6117,0.4766
0.78,0.58,0.5984,0.5015
0.78,0.6,0.6012,0.4923
0.78,0.62,0.5978,0.4973
0.78,0.64,0.5761,0.5043
0.78,0.66,0.5961,0.4952
0.78,0.68,0.6104,0.4954
0.78,0.7,0.6181,0.4836
0.78,0.72,0.5918,0.5025
0.78,0.74,0.6232,0.4839
0.78,0.76,0.5924,0.4671
0.78,0.78,0.6122,0.4851
0.78,0.8,0.6007,0.4845
0.78,0.82,0.5965,0.4767
0.78,0.84,0.6006,0.4723
0.78,0.86,0.5902,0.4724
0.78,0.88,0.5969,0.4787
0.78,0.9,0.6077,0.4711
0.78,0.92,0.5723,0.4982
0.78,0.94,0.5776,0.5109
0.78,0.96,0.5941,0.4793
0.78,0.98,0.6064,0.4775
0.78,1,0.6176,0.5008
0.8,0.02,0.5973,0.4715
0.8,0.04,0.6084,0.4789
0.8,0.06,0.5925,0.4904
0.8,0.08,0.6003,0.4964
0.8,0.1,0.6111,0.4542
0.8,0.12,0.6013,0.4848
0.8,0.14,0.5942,0.494
0.8,0.16,0.6063,0.4868
0.8,0.18,0.6052,0.4863
0.8,0.2,0.5913,0.4971
0.8,0.22,0.6016,0.4963
0.8,0.24,0.6101,0.4681
0.8,0.26,0.5946,0.4605
0.8,0.28,0.6065,0.4651
0.8,0.3,0.6041,0.4856
0.8,0.32,0.5945,0.4776
0.8,0.34,0.5892,0.4772
0.8,0.36,0.5734,0.4958
0.8,0.38,0.602,0.4735
0.8,0.4,0.6208,0.4807
0.8,0.42,0.5993,0.4757
0.8,0.44,0.5982,0.49
0.8,0.46,0.6073,0.496
0.8,0.48,0.6037,0.4721
0.8,0.5,0.5923,0.4904
0.8,0.52,0.5982,0.4731
0.8,0.54,0.6195,0.4667
0.8,0.56,0.5837,0.4934
0.8,0.58,0.5937,0.4828
0.8,0.6,0.6028,0.4726
0.8,0.62,0.6062,0.4718
0.8,0.64,0.5799,0.482
0.8,0.66,0.6074,0.4888
0.8,0.68,0.5981,0.4536
0.8,0.7,0.6024,0.4603
0.8,0.72,0.5905,0.4991
0.8,0.74,0.5871,0.4632
0.8,0.76,0.5834,0.486
0.8,0.78,0.6106,0.4895
0.8,0.8,0.6022,0.4917
0.8,0.82,0.5893,0.483
0.8,0.84,0.6122,0.4889
0.8,0.86,0.5855,0.5122
0.8,0.88,0.6144,0.4817
0.8,0.9,0.6031,0.5084
0.8,0.92,0.6041,0.5036
0.8,0.94,0.5916,0.4866
0.8,0.96,0.5735,0.5065
0.8,0.98,0.5905,0.4812
0.8,1,0.6075,0.4827
0.82,0.02,0.6179,0.4775
0.82,0.04,0.561,0.4721
0.82,0.06,0.5967,0.4815
0.82,0.08,0.5951,0.5104
0.82,0.1,0.6079,0.4794
0.82,0.12,0.5945,0.496
0.82,0.14,0.6021,0.4837
0.82,0.16,0.6105,0.4684
0.82,0.18,0.5844,0.5049
0.82,0.2,0.5843,0.5089
0.82,0.22,0.5797,0.4931
0.82,0.24,0.605,0.4919
0.82,0.26,0.5849,0.4625
0.82,0.28,0.6015,0.4675
0.82,0.3,0.6078,0.4876
0.82,0.32,0.5765,0.5082
0.82,0.34,0.5764,0.5053
0.82,0.36,0.6041,0.491
0.82,0.38,0.5939,0.4889
0.82,0.4,0.5762,0.469
0.82,0.42,0.597,0.493
0.82,0.44,0.5838,0.4835
0.82,0.46,0.5999,0.4823
0.82,0.48,0.5955,0.476
0.82,0.5,0.592,0.4913
0.82,0.52,0.5919,0.4835
0.82,0.54,0.5773,0.4863
0.82,0.56,0.5855,0.4963
0.82,0.58,0.5812,0.4838
0.82,0.6,0.5843,0.4954
0.82,0.62,0.5966,0.4812
0.82,0.64,0.6053,0.4956
0.82,0.66,0.5957,0.4939
0.82,0.68,0.6053,0.4984
0.82,0.7,0.6043,0.4924
0.82,0.72,0.6148,0.4811
0.82,0.74,0.5721,0.4797
0.82,0.76,0.5931,0.4773
0.82,0.78,0.5908,0.4742
0.82,0.8,0.5896,0.4891
0.82,0.82,0.5857,0.4636
0.82,0.84,0.6163,0.4691
0.82,0.86,0.5986,0.4713
0.82,0.88,0.5994,0.4776
0.82,0.9,0.5983,0.4778
0.82,0.92,0.6054,0.4832
0.82,0.94,0.5781,0.4832
0.82,0.96,0.5943,0.4955
0.82,0.98,0.5769,0.4866
0.82,1,0.5949,0.4778
0.84,0.02,0.5982,0.4737
0.84,0.04,0.6112,0.462
0.84,0.06,0.6004,0.4632
0.84,0.08,0.5894,0.4822
0.84,0.1,0.5791,0.488
0.84,0.12,0.5966,0.4705
0.84,0.14,0.5905,0.4868
0.84,0.16,0.5796,0.4717
0.84,0.18,0.6074,0.5018
0.84,0.2,0.6001,0.4603
0.84,0.22,0.5831,0.4884
0.84,0.24,0.5846,0.4846
0.84,0.26,0.5791,0.4799
0.84,0.28,0.5895,0.4868
0.84,0.3,0.6014,0.4969
0.84,0.32,0.5946,0.4661
0.84,0.34,0.5748,0.5071
0.84,0.36,0.5775,0.4834
0.84,0.38,0.6216,0.4588
0.84,0.4,0.6038,0.4904
0.84,0.42,0.5856,0.4981
0.84,0.44,0.5893,0.5016
0.84,0.46,0.6091,0.4735
0.84,0.48,0.5752,0.4999
0.84,0.5,0.6009,0.4982
0.84,0.52,0.5944,0.5002
0.84,0.54,0.6017,0.4649
0.84,0.56,0.5933,0.4701
0.84,0.58,0.5949,0.4893
0.84,0.6,0.5976,0.4864
0.84,0.62,0.5868,0.4662
0.84,0.64,0.5977,0.5105
0.84,0.66,0.5866,0.4816
0.84,0.68,0.5873,0.4592
0.84,0.7,0.5718,0.4906
0.84,0.72,0.5682,0.4931
0.84,0.74,0.5942,0.4783
0.84,0.76,0.5779,0.4768
0.84,0.78,0.5673,0.4656
0.84,0.8,0.5891,0.4863
0.84,0.82,0.5883,0.4782
0.84,0.84,0.6045,0.468
0.84,0.86,0.5831,0.4929
0.84,0.88,0.5958,0.4656
0.84,0.9,0.6033,0.4794
0.84,0.92,0.6022,0.4632
0.84,0.94,0.5783,0.5046
0.84,0.96,0.5912,0.4748
0.84,0.98,0.6042,0.4966
0.84,1,0.5803,0.4912
0.86,0.02,0.6178,0.4819
0.86,0.04,0.6001,0.4665
0.86,0.06,0.6005,0.4984
0.86,0.08,0.6034,0.4705
0.86,0.1,0.5622,0.4867
0.86,0.12,0.5754,0.4891
0.86,0.14,0.5698,0.4746
0.86,0.16,0.5984,0.4838
0.86,0.18,0.5984,0.4592
0.86,0.2,0.5746,0.4723
0.86,0.22,0.595,0.4562
0.86,0.24,0.5781,0.4652
0.86,0.26,0.5717,0.4854
0.86,0.28,0.5881,0.4721
0.86,0.3,0.5872,0.4726
0.86,0.32,0.6063,0.468
0.86,0.34,0.5925,0.486
0.86,0.36,0.5881,0.4608
0.86,0.38,0.5888,0.4894
0.86,0.4,0.6038,0.4978
0.86,0.42,0.5694,0.4785
0.86,0.44,0.5935,0.4823
0.86,0.46,0.588,0.4767
0.86,0.48,0.5888,0.4751
0.86,0.5,0.597,0.4925
0.86,0.52,0.5894,0.4699
0.86,0.54,0.6016,0.4964
0.86,0.56,0.5891,0.479
0.86,0.58,0.5796,0.4861
0.86,0.6,0.5942,0.4697
0.86,0.62,0.5855,0.4806
0.86,0.64,0.5953,0.4717
0.86,0.66,0.5908,0.4766
0.86,0.68,0.6033,0.4668
0.86,0.7,0.5925,0.4892
0.86,0.72,0.6017,0.4492
0.86,0.74,0.5952,0.4966
0.86,0.76,0.575,0.4752
0.86,0.78,0.5962,0.4885
0.86,0.8,0.583,0.4757
0.86,0.82,0.5857,0.5051
0.86,0.84,0.6129,0.4909
0.86,0.86,0.6065,0.4587
0.86,0.88,0.6074,0.4623
0.86,0.9,0.6138,0.4618
0.86,0.92,0.579,0.4858
0.86,0.94,0.5693,0.4884
0.86,0.96,0.5995,0.4681
0.86,0.98,0.594,0.4668
0.86,1,0.5803,0.4868
0.88,0.02,0.5731,0.4615
0.88,0.04,0.5987,0.4903
0.88,0.06,0.5817,0.4661
0.88,0.08,0.5738,0.4861
0.88,0.1,0.5882,0.4654
0.88,0.12,0.5962,0.4767
0.88,0.14,0.5899,0.4589
0.88,0.16,0.6056,0.465
0.88,0.18,0.5866,0.4887
0.88,0.2,0.5962,0.479
0.88,0.22,0.5851,0.4933
0.88,0.24,0.5995,0.4774
0.88,0.26,0.5812,0.4765
0.88,0.28,0.5949,0.4703
0.88,0.3,0.5901,0.4696
0.88,0.32,0.6071,0.4801
0.88,0.34,0.575,0.4824
0.88,0.36,0.597,0.492
0.88,0.38,0.5882,0.4727
0.88,0.4,0.5767,0.4598
0.88,0.42,0.5922,0.4983
0.88,0.44,0.5727,0.4817
0.88,0.46,0.5683,0.4909
0.88,0.48,0.5746,0.4774
0.88,0.5,0.5885,0.48
0.88,0.52,0.5952,0.4597
0.88,0.54,0.5867,0.4816
0.88,0.56,0.5888,0.4755
0.88,0.58,0.6119,0.4708
0.88,0.6,0.5986,0.4698
0.88,0.62,0.5575,0.4715
0.88,0.64,0.5847,0.4848
0.88,0.66,0.5827,0.454
0.88,0.68,0.5868,0.49
0.88,0.7,0.5959,0.469
0.88,0.72,0.606,0.4822
0.88,0.74,0.5894,0.4867
0.88,0.76,0.5597,0.4877
0.88,0.78,0.5938,0.4727
0.88,0.8,0.5947,0.4803
0.88,0.82,0.5956,0.4774
0.88,0.84,0.5775,0.4633
0.88,0.86,0.5894,0.4593
0.88,0.88,0.5871,0.4847
0.88,0.9,0.5858,0.483
0.88,0.92,0.5795,0.4824
0.88,0.94,0.6115,0.4783
0.88,0.96,0.5904,0.4509
0.88,0.98,0.5714,0.4567
0.88,1,0.5815,0.4754
0.9,0.02,0.5751,0.477
0.9,0.04,0.5767,0.482
0.9,0.06,0.6107,0.4685
0.9,0.08,0.6051,0.4698
0.9,0.1,0.5794,0.48
0.9,0.12,0.5904,0.4963
0.9,0.14,0.5721,0.4839
0.9,0.16,0.5745,0.4883
0.9,0.18,0.5676,0.4587
0.9,0.2,0.5767,0.4834
0.9,0.22,0.5852,0.4642
0.9,0.24,0.5664,0.4845
0.9,0.26,0.5873,0.4932
0.9,0.28,0.5884,0.4731
0.9,0.3,0.5512,0.4655
0.9,0.32,0.5872,0.4716
0.9,0.34,0.5869,0.4535
0.9,0.36,0.5995,0.4784
0.9,0.38,0.5847,0.4747
0.9,0.4,0.5941,0.4702
0.9,0.42,0.5934,0.4534
0.9,0.44,0.6003,0.4751
0.9,0.46,0.6077,0.4601
0.9,0.48,0.5654,0.4803
0.9,0.5,0.5896,0.4743
0.9,0.52,0.5945,0.4567
0.9,0.54,0.5767,0.4598
0.9,0.56,0.5807,0.4742
0.9,0.58,0.5854,0.4599
0.9,0.6,0.5906,0.4492
0.9,0.62,0.5901,0.4621
0.9,0.64,0.5726,0.4964
0.9,0.66,0.593,0.4654
0.9,0.68,0.5908,0.4685
0.9,0.7,0.5829,0.4927
0.9,0.72,0.5994,0.4874
0.9,0.74,0.603,0.4623
0.9,0.76,0.5732,0.4834
0.9,0.78,0.5735,0.4879
0.9,0.8,0.5826,0.473
0.9,0.82,0.5818,0.4618
0.9,0.84,0.5881,0.4675
0.9,0.86,0.5841,0.4724
0.9,0.88,0.5746,0.4669
0.9,0.9,0.5922,0.4764
0.9,0.92,0.5653,0.4935
0.9,0.94,0.6061,0.4816
0.9,0.96,0.5821,0.4708
0.9,0.98,0.576,0.4611
0.9,1,0.5919,0.462
0.92,0.02,0.5718,0.48
0.92,0.04,0.5944,0.4498
0.92,0.06,0.571,0.4824
0.92,0.08,0.5931,0.4668
0.92,0.1,0.5774,0.4737
0.92,0.12,0.5851,0.4845
0.92,0.14,0.5796,0.4696
0.92,0.16,0.5695,0.4654
0.92,0.18,0.5838,0.4657
0.92,0.2,0.5995,0.458
0.92,0.22,0.5842,0.4488
0.92,0.24,0.5678,0.4827
0.92,0.26,0.5834,0.4505
0.92,0.28,0.5711,0.4784
0.92,0.3,0.5917,0.4688
0.92,0.32,0.5749,0.4767
0.92,0.34,0.5886,0.4726
0.92,0.36,0.5731,0.4567
0.92,0.38,0.5847,0.4876
0.92,0.4,0.5772,0.4722
0.92,0.42,0.5705,0.4744
0.92,0.44,0.5733,0.4728
0.92,0.46,0.5826,0.484
0.92,0.48,0.5746,0.4686
0.92,0.5,0.5803,0.4616
0.92,0.52,0.5803,0.4701
0.92,0.54,0.56,0.4764
0.92,0.56,0.5871,0.4543
0.92,0.58,0.5927,0.4439
0.92,0.6,0.5789,0.4689
0.92,0.62,0.5976,0.4595
0.92,0.64,0.5856,0.4606
0.92,0.66,0.5682,0.4899
0.92,0.68,0.5945,0.4895
0.92,0.7,0.5736,0.4631
0.92,0.72,0.5788,0.4722
0.92,0.74,0.5865,0.4869
0.92,0.76,0.5852,0.4932
0.92,0.78,0.5856,0.4896
0.92,0.8,0.5838,0.4539
0.92,0.82,0.5663,0.4748
0.92,0.84,0.5964,0.4603
0.92,0.86,0.5937,0.4563
0.92,0.88,0.5746,0.4665
0.92,0.9,0.5824,0.4694
0.92,0.92,0.5619,0.4893
0.92,0.94,0.5863,0.4722
0.92,0.96,0.5759,0.4582
0.92,0.98,0.5846,0.4757
0.92,1,0.5631,0.4841
0.94,0.02,0.5962,0.4485
0.94,0.04,0.5678,0.4686
0.94,0.06,0.592,0.4584
0.94,0.08,0.5825,0.4574
0.94,0.1,0.5529,0.4839
0.94,0.12,0.5883,0.47
0.94,0.14,0.5668,0.4732
0.94,0.16,0.5686,0.4529
0.94,0.18,0.5776,0.4761
0.94,0.2,0.5802,0.4656
0.94,0.22,0.5582,0.4741
0.94,0.24,0.5657,0.4625
0.94,0.26,0.5733,0.4743
0.94,0.28,0.586,0.4706
0.94,0.3,0.5891,0.4549
0.94,0.32,0.5889,0.447
0.94,0.34,0.5676,0.4455
0.94,0.36,0.5553,0.4764
0.94,0.38,0.5602,0.4609
0.94,0.4,0.584,0.4618
0.94,0.42,0.5775,0.4838
0.94,0.44,0.559,0.4806
0.94,0.46,0.5801,0.4529
0.94,0.48,0.5765,0.4788
0.94,0.5,0.5972,0.4493
0.94,0.52,0.5668,0.459
0.94,0.54,0.6028,0.4582
0.94,0.56,0.5798,0.4706
0.94,0.58,0.5708,0.4712
0.94,0.6,0.5757,0.4694
0.94,0.62,0.5841,0.4708
0.94,0.64,0.5735,0.4649
0.94,0.66,0.5766,0.469
0.94,0.68,0.6009,0.4767
0.94,0.7,0.5774,0.4851
0.94,0.72,0.5951,0.43
0.94,0.74,0.5851,0.4744
0.94,0.76,0.573,0.4863
0.94,0.78,0.575,0.4568
0.94,0.8,0.5546,0.4732
0.94,0.82,0.5824,0.4495
0.94,0.84,0.5655,0.47
0.94,0.86,0.5768,0.4806
0.94,0.88,0.5893,0.4729
0.94,0.9,0.5833,0.4525
0.94,0.92,0.566,0.4936
0.94,0.94,0.5617,0.4402
0.94,0.96,0.5638,0.4632
0.94,0.98,0.5667,0.4747
0.94,1,0.5672,0.4659
0.96,0.02,0.5881,0.4502
0.96,0.04,0.5862,0.4747
0.96,0.06,0.5754,0.4766
0.96,0.08,0.5809,0.4836
0.96,0.1,0.5657,0.4604
0.96,0.12,0.6021,0.4691
0.96,0.14,0.5949,0.4514
0.96,0.16,0.5498,0.4869
0.96,0.18,0.5793,0.4469
0.96,0.2,0.5581,0.4612
0.96,0.22,0.5675,0.4649
0.96,0.24,0.571,0.4799
0.96,0.26,0.5764,0.4753
0.96,0.28,0.5759,0.4699
0.96,0.3,0.5664,0.4443
0.96,0.32,0.5737,0.4562
0.96,0.34,0.5778,0.486
0.96,0.36,0.567,0.4668
0.96,0.38,0.5852,0.4601
0.96,0.4,0.5436,0.4768
0.96,0.42,0.5731,0.4614
0.96,0.44,0.5678,0.4543
0.96,0.46,0.5921,0.4618
0.96,0.48,0.5665,0.4613
0.96,0.5,0.5726,0.4392
0.96,0.52,0.5587,0.4666
0.96,0.54,0.5701,0.4562
0.96,0.56,0.5697,0.4672
0.96,0.58,0.5792,0.4537
0.96,0.6,0.5752,0.4679
0.96,0.62,0.5736,0.47
0.96,0.64,0.5772,0.4663
0.96,0.66,0.5865,0.4549
0.96,0.68,0.5789,0.4785
0.96,0.7,0.5758,0.4511
0.96,0.72,0.5781,0.4622
0.96,0.74,0.5877,0.4687
0.96,0.76,0.5776,0.4617
0.96,0.78,0.5786,0.4541
0.96,0.8,0.578,0.4648
0.96,0.82,0.5715,0.4552
0.96,0.84,0.565,0.4596
0.96,0.86,0.5688,0.4818
0.96,0.88,0.5715,0.4561
0.96,0.9,0.5523,0.4792
0.96,0.92,0.5722,0.4537
0.96,0.94,0.5584,0.4623
0.96,0.96,0.5734,0.456
0.96,0.98,0.5684,0.4598
0.96,1,0.5657,0.4861
0.98,0.02,0.5707,0.4604
0.98,0.04,0.5723,0.475
0.98,0.06,0.5822,0.4547
0.98,0.08,0.5665,0.4437
0.98,0.1,0.5775,0.4758
0.98,0.12,0.5797,0.4484
0.98,0.14,0.5782,0.4743
0.98,0.16,0.5834,0.4399
0.98,0.18,0.5818,0.4381
0.98,0.2,0.569,0.4511
0.98,0.22,0.5608,0.4563
0.98,0.24,0.5783,0.4624
0.98,0.26,0.5717,0.4548
0.98,0.28,0.5795,0.4537
0.98,0.3,0.5816,0.4528
0.98,0.32,0.5876,0.4681
0.98,0.34,0.5676,0.4791
0.98,0.36,0.561,0.4572
0.98,0.38,0.5634,0.4796
0.98,0.4,0.5636,0.4649
0.98,0.42,0.5509,0.461
0.98,0.44,0.5612,0.4679
0.98,0.46,0.5685,0.469
0.98,0.48,0.5583,0.4599
0.98,0.5,0.5803,0.4725
0.98,0.52,0.5808,0.4704
0.98,0.54,0.574,0.4611
0.98,0.56,0.5825,0.4626
0.98,0.58,0.5619,0.4534
0.98,0.6,0.5629,0.4648
0.98,0.62,0.5679,0.4626
0.98,0.64,0.5865,0.4718
0.98,0.66,0.5662,0.465
0.98,0.68,0.5896,0.4553
0.98,0.7,0.5629,0.4786
0.98,0.72,0.563,0.4634
0.98,0.74,0.5852,0.4506
0.98,0.76,0.5725,0.4423
0.98,0.78,0.5793,0.4498
0.98,0.8,0.5531,0.449
0.98,0.82,0.5676,0.4388
0.98,0.84,0.5685,0.4715
0.98,0.86,0.5657,0.4591
0.98,0.88,0.5846,0.4678
0.98,0.9,0.5811,0.4414
0.98,0.92,0.5847,0.4433
0.98,0.94,0.5559,0.4597
0.98,0.96,0.5885,0.4602
0.98,0.98,0.5835,0.4643
0.98,1,0.5886,0.441
1,0.02,0.5844,0.4523
1,0.04,0.5744,0.4574
1,0.06,0.5735,0.4575
1,0.08,0.5652,0.4668
1,0.1,0.5635,0.4655
1,0.12,0.5762,0.4428
1,0.14,0.5749,0.4205
1,0.16,0.5735,0.4639
1,0.18,0.5714,0.4533
1,0.2,0.5676,0.4864
1,0.22,0.5554,0.4661
1,0.24,0.566,0.4542
1,0.26,0.5537,0.4736
1,0.28,0.5816,0.4753
1,0.3,0.5557,0.4658
1,0.32,0.5865,0.4623
1,0.34,0.5788,0.4627
1,0.36,0.5378,0.4795
1,0.38,0.5517,0.4475
1,0.4,0.566,0.4254
1,0.42,0.5723,0.4587
1,0.44,0.5839,0.4527
1,0.46,0.5741,0.4664
1,0.48,0.5534,0.4525
1,0.5,0.5631,0.4582
1,0.52,0.5654,0.4508
1,0.54,0.5782,0.4557
1,0.56,0.5796,0.4485
1,0.58,0.5808,0.4659
1,0.6,0.5556,0.4793
1,0.62,0.5772,0.4703
1,0.64,0.5845,0.4425
1,0.66,0.5904,0.4332
1,0.68,0.5724,0.4582
1,0.7,0.5759,0.4623
1,0.72,0.5719,0.4692
1,0.74,0.5662,0.459
1,0.76,0.5712,0.4519
1,0.78,0.5681,0.4668
1,0.8,0.5748,0.4773
1,0.82,0.583,0.4592
1,0.84,0.5698,0.4349
1,0.86,0.5595,0.4713
1,0.88,0.5536,0.4624
1,0.9,0.5814,0.4424
1,0.92,0.5694,0.4431
1,0.94,0.5517,0.4435
1,0.96,0.5763,0.4456
1,0.98,0.5903,0.4418
1,1,0.5805,0.466
